,Unnamed: 0,Mkt-RF,SMB,HML,RF
10050,19620111,0.61,-0.04,0.08,0.01
10051,19620112,0.32,0.18,0.25,0.01
10052,19620115,-0.24,0.06,0.06,0.01
10053,19620116,-0.53,0.18,0.04,0.01
10054,19620117,-1.01,0.24,0.38,0.01
10055,19620118,0.05,0.14,-0.03,0.01
10056,19620119,0.55,0.41,0.23,0.01
10057,19620122,-0.02,-0.1,-0.16,0.01
10058,19620123,-0.68,0.13,0.1,0.01
10059,19620124,0.2,-0.39,0.08,0.01
10060,19620125,-0.13,0.18,0.28,0.01
10061,19620126,-0.28,-0.03,0.52,0.01
10062,19620129,-0.32,-0.24,0.36,0.01
10063,19620130,0.34,-0.1,0.24,0.01
10064,19620131,0.95,-0.13,-0.26,0.01
10065,19620201,0.55,-0.53,0.22,0.01
10066,19620202,0.77,-0.26,0.0,0.01
10067,19620205,0.16,0.03,0.06,0.01
10068,19620206,0.22,0.05,-0.21,0.01
10069,19620207,0.7,-0.23,0.18,0.01
10070,19620208,0.18,0.08,-0.16,0.01
10071,19620209,-0.1,0.05,-0.13,0.01
10072,19620212,-0.04,-0.04,0.3,0.01
10073,19620213,0.02,0.2,0.01,0.01
10074,19620214,-0.05,-0.01,0.12,0.01
10075,19620215,0.42,-0.32,0.27,0.01
10076,19620216,-0.23,0.26,0.13,0.01
10077,19620219,-0.24,-0.19,0.4,0.01
10078,19620220,0.33,-0.25,0.1,0.01
10079,19620221,-0.49,0.16,-0.12,0.01
10080,19620223,-0.21,-0.08,0.03,0.01
10081,19620226,-0.5,-0.1,0.04,0.01
10082,19620227,0.14,-0.12,-0.08,0.01
10083,19620228,0.16,0.16,-0.33,0.01
10084,19620301,0.32,0.0,-0.06,0.01
10085,19620302,-0.07,0.3,0.0,0.01
10086,19620305,-0.21,0.13,-0.2,0.01
10087,19620306,-0.33,0.35,-0.22,0.01
10088,19620307,-0.12,0.0,-0.2,0.01
10089,19620308,0.73,-0.07,-0.27,0.01
10090,19620309,0.29,0.18,-0.1,0.01
10091,19620312,-0.02,0.22,-0.29,0.01
10092,19620313,0.28,-0.3,0.18,0.01
10093,19620314,0.39,-0.27,-0.1,0.01
10094,19620315,0.17,-0.1,-0.11,0.01
10095,19620316,-0.09,0.15,-0.04,0.01
10096,19620319,-0.19,0.02,0.14,0.01
10097,19620320,-0.26,-0.09,0.08,0.01
10098,19620321,-0.22,0.02,0.08,0.01
10099,19620322,-0.14,0.39,-0.36,0.01
10100,19620323,0.08,-0.07,-0.22,0.01
10101,19620326,-0.76,0.22,-0.15,0.01
10102,19620327,-0.28,-0.11,0.31,0.01
10103,19620328,0.49,-0.09,0.16,0.01
10104,19620329,-0.09,0.13,-0.2,0.01
10105,19620330,-0.66,-0.36,-0.01,0.01
10106,19620402,-0.31,-0.01,-0.14,0.01
10107,19620403,-0.83,-0.12,0.0,0.01
10108,19620404,-0.54,-0.04,0.06,0.01
10109,19620405,0.61,-0.11,-0.04,0.01
10110,19620406,-0.09,0.23,0.05,0.01
10111,19620409,-0.79,-0.35,-0.11,0.01
10112,19620410,0.32,-0.13,0.02,0.01
10113,19620411,-0.2,0.22,0.07,0.01
10114,19620412,-1.07,-0.1,0.0,0.01
10115,19620413,0.13,-0.19,0.11,0.01
10116,19620416,-0.38,-0.16,0.13,0.01
10117,19620417,0.51,-0.39,0.24,0.01
10118,19620418,0.54,0.1,0.22,0.01
10119,19620419,0.47,0.12,-0.18,0.01
10120,19620423,-0.12,0.09,-0.52,0.01
10121,19620424,-0.12,0.12,-0.12,0.01
10122,19620425,-1.14,0.07,0.07,0.01
10123,19620426,-0.96,-0.18,-0.13,0.01
10124,19620427,-1.09,0.1,0.38,0.01
10125,19620430,-1.69,-0.18,0.06,0.01
10126,19620501,0.81,-0.11,0.22,0.01
10127,19620502,0.46,0.29,0.04,0.01
10128,19620503,0.82,-0.42,-0.2,0.01
10129,19620504,-0.48,-0.07,-0.14,0.01
10130,19620507,-0.32,-0.19,0.31,0.01
10131,19620508,-1.2,-0.16,0.46,0.01
10132,19620509,-1.32,0.15,0.14,0.01
10133,19620510,-1.1,-0.28,0.07,0.01
10134,19620511,-1.47,0.0,0.51,0.01
10135,19620514,0.76,0.01,0.02,0.01
10136,19620515,1.76,0.35,-0.28,0.01
10137,19620516,-0.07,-0.33,0.14,0.01
10138,19620517,-0.63,-0.23,0.33,0.01
10139,19620518,-0.12,-0.19,0.02,0.01
10140,19620521,-0.39,0.06,-0.06,0.01
10141,19620522,-2.0,-0.08,0.13,0.01
10142,19620523,-2.0,-0.68,0.7,0.01
10143,19620524,-0.87,-0.4,0.47,0.01
10144,19620525,-1.89,-0.44,0.19,0.01
10145,19620528,-6.98,0.72,1.55,0.01
10146,19620529,4.92,-3.87,-1.57,0.01
10147,19620531,2.8,2.37,-0.3,0.01
10148,19620601,-0.33,0.28,0.17,0.01
10149,19620604,-3.62,-0.47,0.93,0.01
10150,19620605,0.48,-0.66,0.18,0.01
10151,19620606,1.42,0.46,-0.03,0.01
10152,19620607,0.01,0.45,-0.21,0.01
10153,19620608,0.03,0.2,-0.16,0.01
10154,19620611,-1.08,-0.22,0.64,0.01
10155,19620612,-2.59,-0.34,0.59,0.01
10156,19620613,-1.58,-0.34,0.29,0.01
10157,19620614,-2.09,-0.34,0.55,0.01
10158,19620615,2.99,-0.28,-0.55,0.01
10159,19620618,-0.42,0.48,0.26,0.01
10160,19620619,-0.27,-0.11,0.2,0.01
10161,19620620,-1.4,0.36,0.14,0.01
10162,19620621,-2.24,0.12,0.58,0.01
10163,19620622,-1.7,-0.2,-0.42,0.01
10164,19620625,-0.35,-0.33,-0.75,0.01
10165,19620626,-0.37,0.63,0.38,0.01
10166,19620627,0.53,-0.49,-0.28,0.01
10167,19620628,3.39,-0.21,-0.23,0.01
10168,19620629,0.61,0.36,0.28,0.01
10169,19620702,2.07,-0.59,-0.74,0.01
10170,19620703,1.14,0.2,-0.4,0.01
10171,19620705,0.6,-0.12,0.03,0.01
10172,19620706,-1.11,-0.07,0.66,0.01
10173,19620709,0.68,-0.08,-0.37,0.01
10174,19620710,1.21,1.33,-0.07,0.01
10175,19620711,0.98,0.2,-0.67,0.01
10176,19620712,0.51,1.06,-0.27,0.01
10177,19620713,-0.31,0.36,-0.37,0.01
10178,19620716,0.02,0.29,-0.68,0.01
10179,19620717,-1.79,-0.14,0.97,0.01
10180,19620718,-1.03,-0.32,0.33,0.01
10181,19620719,0.39,0.07,-0.31,0.01
10182,19620720,0.65,-0.37,-0.04,0.01
10183,19620723,-0.05,0.2,-0.34,0.01
10184,19620724,-0.86,0.04,0.45,0.01
10185,19620725,0.2,-0.43,-0.24,0.01
10186,19620726,0.44,0.1,-0.18,0.01
10187,19620727,0.75,-0.26,-0.13,0.01
10188,19620730,1.04,-0.05,-0.5,0.01
10189,19620731,0.64,0.06,-0.36,0.01
10190,19620801,-0.74,0.14,0.49,0.01
10191,19620802,0.35,-0.01,-0.61,0.01
10192,19620803,0.21,-0.07,0.27,0.01
10193,19620806,-0.63,0.13,0.3,0.01
10194,19620807,-0.61,-0.06,0.19,0.01
10195,19620808,0.34,0.02,-0.17,0.01
10196,19620809,-0.12,0.14,0.1,0.01
10197,19620810,0.16,-0.13,0.11,0.01
10198,19620813,0.21,0.04,-0.25,0.01
10199,19620814,0.99,-0.29,-0.5,0.01
10200,19620815,0.71,0.45,-0.07,0.01
10201,19620816,0.04,0.51,-0.49,0.01
10202,19620817,0.61,-0.1,-0.31,0.01
10203,19620820,0.61,0.3,-0.34,0.01
10204,19620821,-0.36,-0.2,0.37,0.01
10205,19620822,1.17,0.01,-0.32,0.01
10206,19620823,-0.12,-0.1,0.09,0.01
10207,19620824,-0.13,0.29,0.01,0.01
10208,19620827,-0.05,0.08,0.02,0.01
10209,19620828,-1.11,-0.27,0.34,0.01
10210,19620829,-0.18,-0.01,0.07,0.01
10211,19620830,-0.01,0.14,-0.26,0.01
10212,19620831,0.81,0.19,-0.15,0.01
10213,19620904,-0.97,0.06,0.32,0.01
10214,19620905,-0.71,-0.29,0.47,0.01
10215,19620906,0.37,-0.02,-0.18,0.01
10216,19620907,0.01,-0.07,0.13,0.01
10217,19620910,0.07,-0.37,-0.16,0.01
10218,19620911,0.25,-0.15,-0.17,0.01
10219,19620912,0.43,-0.04,-0.32,0.01
10220,19620913,-0.25,-0.14,0.17,0.01
10221,19620914,0.3,-0.18,0.1,0.01
10222,19620917,0.26,0.04,-0.75,0.01
10223,19620918,-0.07,0.04,-0.2,0.01
10224,19620919,-0.19,-0.28,0.08,0.01
10225,19620920,-0.68,-0.07,0.08,0.01
10226,19620921,-1.44,-0.34,0.54,0.01
10227,19620924,-1.85,-0.15,0.84,0.01
10228,19620925,0.55,-0.07,-0.39,0.01
10229,19620926,-1.41,-0.24,0.89,0.01
10230,19620927,-0.65,-0.05,0.38,0.01
10231,19620928,0.67,-0.24,-0.47,0.01
10232,19621001,-1.28,-0.26,0.45,0.01
10233,19621002,1.04,-0.18,-0.59,0.01
10234,19621003,0.14,-0.14,0.45,0.01
10235,19621004,0.8,-0.45,-0.21,0.01
10236,19621005,0.61,-0.06,-0.18,0.01
10237,19621008,0.01,0.16,0.1,0.01
10238,19621009,0.3,-0.13,-0.28,0.01
10239,19621010,-0.01,0.12,-0.08,0.01
10240,19621011,-0.3,-0.13,0.08,0.01
10241,19621012,-0.18,-0.18,0.3,0.01
10242,19621015,0.46,-0.23,-0.36,0.01
10243,19621016,-0.32,-0.14,0.27,0.01
10244,19621017,-0.46,-0.39,0.29,0.01
10245,19621018,-0.94,-0.19,0.02,0.01
10246,19621019,-1.35,-0.11,0.44,0.01
10247,19621022,-1.17,-0.54,0.33,0.01
10248,19621023,-2.68,-0.1,1.01,0.01
10249,19621024,2.83,-1.44,-1.35,0.01
10250,19621025,-0.77,0.56,1.06,0.01
10251,19621026,-0.3,-0.27,0.23,0.01
10252,19621029,2.19,0.23,-0.56,0.01
10253,19621030,1.49,-0.09,-0.47,0.01
10254,19621031,-0.01,-0.04,0.28,0.01
10255,19621101,1.01,-0.23,-0.31,0.01
10256,19621102,1.07,0.05,-0.24,0.01
10257,19621105,1.03,0.17,-0.08,0.01
10258,19621107,0.69,0.08,0.23,0.01
10259,19621108,-0.59,0.18,0.68,0.01
10260,19621109,0.98,0.24,0.2,0.01
10261,19621112,1.38,0.75,0.07,0.01
10262,19621113,-0.19,-0.02,-0.12,0.01
10263,19621114,1.2,0.21,-0.13,0.01
10264,19621115,-0.27,0.02,0.11,0.01
10265,19621116,0.3,-0.12,0.19,0.01
10266,19621119,-0.46,-0.2,0.25,0.01
10267,19621120,0.99,-0.39,0.43,0.01
10268,19621121,0.69,0.19,-0.13,0.01
10269,19621123,1.16,-0.08,0.0,0.01
10270,19621126,-0.28,0.08,-0.11,0.01
10271,19621127,0.71,0.53,-0.04,0.01
10272,19621128,0.74,0.44,-0.4,0.01
10273,19621129,0.44,0.11,-0.32,0.01
10274,19621130,-0.22,0.25,0.48,0.01
10275,19621203,-0.4,-0.01,0.18,0.01
10276,19621204,1.08,-0.03,-0.17,0.01
10277,19621205,0.42,-0.09,-0.46,0.01
10278,19621206,0.08,-0.06,-0.38,0.01
10279,19621207,0.2,-0.53,-0.14,0.01
10280,19621210,-1.3,-0.56,-0.06,0.01
10281,19621211,0.04,-0.33,0.36,0.01
10282,19621212,0.46,0.05,-0.02,0.01
10283,19621213,-0.36,-0.17,0.16,0.01
10284,19621214,0.2,-0.27,0.03,0.01
10285,19621217,-0.39,-0.13,-0.37,0.01
10286,19621218,-0.48,-0.59,0.42,0.01
10287,19621219,0.76,-0.46,-0.1,0.01
10288,19621220,0.31,0.01,0.05,0.01
10289,19621221,-0.23,-0.22,0.22,0.01
10290,19621224,-0.07,-0.06,0.13,0.01
10291,19621226,0.61,-0.1,0.23,0.01
10292,19621227,-0.17,-0.03,0.09,0.01
10293,19621228,0.05,-0.06,-0.13,0.01
10294,19621231,0.23,-0.13,0.31,0.01
10295,19630102,-0.54,0.94,0.32,0.01
10296,19630103,1.66,0.97,-0.24,0.01
10297,19630104,0.68,0.64,-0.01,0.01
10298,19630107,0.06,0.33,0.28,0.01
10299,19630108,0.9,-0.04,0.22,0.01
10300,19630109,-0.16,0.11,0.1,0.01
10301,19630110,0.19,0.21,-0.09,0.01
10302,19630111,0.25,-0.04,-0.13,0.01
10303,19630114,0.57,0.08,0.22,0.01
10304,19630115,-0.1,-0.03,0.31,0.01
10305,19630116,-0.69,0.1,-0.01,0.01
10306,19630117,0.66,0.06,-0.21,0.01
10307,19630118,0.02,0.07,-0.06,0.01
10308,19630121,0.14,-0.02,-0.2,0.01
10309,19630122,0.26,0.4,-0.03,0.01
10310,19630123,0.23,0.09,0.3,0.01
10311,19630124,0.16,0.23,0.29,0.01
10312,19630125,0.25,-0.36,0.33,0.01
10313,19630128,0.4,-0.39,0.14,0.01
10314,19630129,0.02,-0.32,0.36,0.01
10315,19630130,-0.56,-0.12,0.13,0.01
10316,19630131,0.44,-0.08,0.05,0.01
10317,19630201,0.18,0.1,0.32,0.01
10318,19630204,-0.2,0.03,-0.22,0.01
10319,19630205,-0.07,-0.36,0.3,0.01
10320,19630206,0.48,0.23,-0.19,0.01
10321,19630207,-0.29,-0.02,0.45,0.01
10322,19630208,0.04,-0.01,-0.02,0.01
10323,19630211,-0.5,0.05,0.5,0.01
10324,19630212,0.04,-0.12,0.06,0.01
10325,19630213,0.47,0.28,0.54,0.01
10326,19630214,0.3,0.21,0.13,0.01
10327,19630215,0.14,-0.1,-0.12,0.01
10328,19630218,0.15,-0.26,0.24,0.01
10329,19630219,-0.42,-0.03,0.0,0.01
10330,19630220,-0.51,0.07,0.09,0.01
10331,19630221,0.11,0.1,0.0,0.01
10332,19630225,-0.6,0.15,0.17,0.01
10333,19630226,0.09,0.23,-0.22,0.01
10334,19630227,-0.65,0.1,0.12,0.01
10335,19630228,-1.14,-0.17,0.03,0.01
10336,19630301,-0.34,-0.27,0.19,0.01
10337,19630304,0.91,-0.01,0.09,0.01
10338,19630305,-0.03,-0.32,0.1,0.01
10339,19630306,0.17,-0.24,-0.02,0.01
10340,19630307,0.58,-0.2,-0.02,0.01
10341,19630308,0.13,-0.09,0.07,0.01
10342,19630311,0.21,-0.31,-0.03,0.01
10343,19630312,0.24,-0.12,0.03,0.01
10344,19630313,0.31,-0.2,0.39,0.01
10345,19630314,-0.45,0.08,-0.19,0.01
10346,19630315,0.39,-0.42,0.28,0.01
10347,19630318,-0.43,-0.06,-0.12,0.01
10348,19630319,-0.23,-0.31,0.14,0.01
10349,19630320,0.71,-0.07,0.32,0.01
10350,19630321,-0.13,0.03,0.01,0.01
10351,19630322,0.44,-0.05,0.36,0.01
10352,19630325,0.03,-0.04,0.14,0.01
10353,19630326,0.26,-0.19,0.05,0.01
10354,19630327,0.4,0.15,-0.17,0.01
10355,19630328,-0.13,0.05,0.01,0.01
10356,19630329,0.0,0.08,0.42,0.01
10357,19630401,0.36,-0.19,0.33,0.01
10358,19630402,-0.03,-0.01,0.05,0.01
10359,19630403,0.71,-0.42,-0.09,0.01
10360,19630404,0.62,-0.16,-0.31,0.01
10361,19630405,0.55,-0.11,0.02,0.01
10362,19630408,0.33,0.02,-0.21,0.01
10363,19630409,-0.08,-0.01,-0.09,0.01
10364,19630410,-0.26,-0.09,0.33,0.01
10365,19630411,0.66,-0.11,0.29,0.01
10366,19630415,0.38,-0.46,0.21,0.01
10367,19630416,0.08,-0.03,0.06,0.01
10368,19630417,-0.23,0.08,-0.14,0.01
10369,19630418,0.08,-0.1,0.48,0.01
10370,19630419,0.47,0.14,0.17,0.01
10371,19630422,0.05,-0.04,0.04,0.01
10372,19630423,0.36,-0.01,-0.07,0.01
10373,19630424,0.26,0.07,0.03,0.01
10374,19630425,0.06,-0.05,-0.07,0.01
10375,19630426,-0.06,0.24,-0.03,0.01
10376,19630429,-0.09,-0.09,-0.17,0.01
10377,19630430,0.2,0.09,0.11,0.01
10378,19630501,0.25,-0.04,-0.04,0.01
10379,19630502,0.25,-0.1,0.07,0.01
10380,19630503,-0.18,0.23,-0.07,0.01
10381,19630506,-0.64,0.38,-0.18,0.01
10382,19630507,-0.04,0.26,-0.2,0.01
10383,19630508,0.78,-0.04,-0.03,0.01
10384,19630509,0.43,-0.05,0.2,0.01
10385,19630510,0.31,0.18,-0.11,0.01
10386,19630513,0.03,0.26,-0.04,0.01
10387,19630514,-0.28,0.58,0.46,0.01
10388,19630515,0.25,0.07,0.27,0.01
10389,19630516,-0.23,-0.12,0.55,0.01
10390,19630517,0.08,0.06,0.08,0.01
10391,19630520,-0.4,0.26,0.63,0.01
10392,19630521,0.22,-0.07,0.37,0.01
10393,19630522,0.04,0.09,0.32,0.01
10394,19630523,-0.08,0.13,-0.15,0.01
10395,19630524,-0.11,-0.09,-0.1,0.01
10396,19630527,-0.11,-0.24,0.03,0.01
10397,19630528,0.18,-0.2,0.09,0.01
10398,19630529,0.43,-0.18,0.39,0.01
10399,19630531,0.55,-0.33,-0.06,0.01
10400,19630603,-0.08,0.06,-0.09,0.01
10401,19630604,-0.01,0.02,-0.05,0.01
10402,19630605,-0.25,0.03,0.28,0.01
10403,19630606,0.01,-0.25,0.29,0.01
10404,19630607,-0.19,0.16,-0.15,0.01
10405,19630610,-0.56,0.05,-0.27,0.01
10406,19630611,0.09,0.0,-0.24,0.01
10407,19630612,0.49,0.06,-0.34,0.01
10408,19630613,-0.26,0.13,0.11,0.01
10409,19630614,0.07,0.16,-0.33,0.01
10410,19630617,-0.39,0.15,0.24,0.01
10411,19630618,0.13,-0.15,0.1,0.01
10412,19630619,0.07,0.25,0.16,0.01
10413,19630620,-0.1,-0.14,0.02,0.01
10414,19630621,0.31,0.17,0.34,0.01
10415,19630624,-0.09,-0.05,0.29,0.01
10416,19630625,-0.24,-0.22,0.12,0.01
10417,19630626,-0.92,-0.31,0.21,0.01
10418,19630627,-0.49,-0.23,-0.11,0.01
10419,19630628,0.4,-0.2,0.11,0.01
10420,19630701,-0.67,0.16,-0.34,0.01
10421,19630702,0.79,-0.28,0.26,0.01
10422,19630703,0.63,-0.18,-0.09,0.01
10423,19630705,0.4,0.1,-0.27,0.01
10424,19630708,-0.63,0.03,-0.18,0.01
10425,19630709,0.45,0.02,0.09,0.01
10426,19630710,-0.18,0.16,0.01,0.01
10427,19630711,-0.16,0.19,-0.3,0.01
10428,19630712,-0.12,0.01,-0.09,0.01
10429,19630715,-0.62,0.01,-0.02,0.01
10430,19630716,-0.07,-0.13,0.14,0.01
10431,19630717,-0.33,-0.15,0.14,0.01
10432,19630718,-0.54,0.27,0.07,0.01
10433,19630719,-0.23,-0.02,-0.04,0.01
10434,19630722,-0.7,-0.11,-0.33,0.01
10435,19630723,0.01,-0.07,-0.19,0.01
10436,19630724,0.46,-0.09,-0.02,0.01
10437,19630725,-0.04,0.04,0.26,0.01
10438,19630726,0.35,-0.2,0.08,0.01
10439,19630729,0.11,-0.29,0.25,0.01
10440,19630730,0.84,-0.24,-0.25,0.01
10441,19630731,-0.13,0.18,-0.01,0.01
10442,19630801,-0.08,-0.13,-0.11,0.01
10443,19630802,0.29,-0.23,0.16,0.01
10444,19630805,0.57,-0.41,0.16,0.01
10445,19630806,0.6,-0.4,0.25,0.01
10446,19630807,-0.19,0.0,0.17,0.01
10447,19630808,0.14,0.03,-0.25,0.01
10448,19630809,0.6,-0.09,-0.06,0.01
10449,19630812,0.24,0.09,0.43,0.01
10450,19630813,0.27,-0.3,0.01,0.01
10451,19630814,0.29,-0.04,0.2,0.01
10452,19630815,0.43,-0.31,0.36,0.01
10453,19630816,0.15,0.14,0.12,0.01
10454,19630819,-0.05,0.07,-0.09,0.01
10455,19630820,-0.05,0.05,-0.24,0.01
10456,19630821,-0.11,0.36,-0.12,0.01
10457,19630822,0.38,0.12,0.09,0.01
10458,19630823,0.34,-0.02,0.09,0.01
10459,19630826,0.18,-0.21,0.15,0.01
10460,19630827,-0.44,0.11,-0.05,0.01
10461,19630828,0.77,-0.04,0.43,0.01
10462,19630829,0.18,0.16,0.0,0.01
10463,19630830,0.44,0.13,-0.06,0.01
10464,19630903,0.23,0.12,0.03,0.01
10465,19630904,-0.01,0.11,-0.07,0.01
10466,19630905,0.47,-0.06,0.13,0.01
10467,19630906,-0.27,-0.18,-0.01,0.01
10468,19630909,-0.36,-0.25,-0.02,0.01
10469,19630910,0.52,-0.21,0.42,0.01
10470,19630911,0.24,-0.22,0.19,0.01
10471,19630912,-0.09,0.1,-0.12,0.01
10472,19630913,0.02,0.4,-0.17,0.01
10473,19630916,-0.16,0.11,0.18,0.01
10474,19630917,0.03,-0.14,0.17,0.01
10475,19630918,-0.43,0.09,-0.24,0.01
10476,19630919,0.52,-0.44,0.16,0.01
10477,19630920,0.04,-0.04,-0.01,0.01
10478,19630923,-0.5,-0.01,-0.2,0.01
10479,19630924,0.35,-0.4,0.12,0.01
10480,19630925,-0.58,-0.31,-0.08,0.01
10481,19630926,-0.82,0.53,-0.35,0.01
10482,19630927,-0.18,0.31,-0.22,0.01
10483,19630930,-0.6,0.24,0.1,0.01
10484,19631001,0.65,-0.24,0.24,0.01
10485,19631002,0.1,-0.05,0.0,0.01
10486,19631003,0.66,-0.39,0.85,0.01
10487,19631004,0.0,0.01,0.05,0.01
10488,19631007,-0.23,0.21,-0.01,0.01
10489,19631008,-0.14,0.04,0.27,0.01
10490,19631009,-0.61,0.19,-0.07,0.01
10491,19631010,0.08,0.0,0.14,0.01
10492,19631011,0.13,0.39,0.07,0.01
10493,19631014,0.05,0.03,0.08,0.01
10494,19631015,0.17,-0.22,0.14,0.01
10495,19631016,0.89,-0.31,0.28,0.01
10496,19631017,0.14,0.13,-0.25,0.01
10497,19631018,0.09,0.16,-0.23,0.01
10498,19631021,0.04,-0.06,-0.31,0.01
10499,19631022,-0.54,0.44,-0.46,0.01
10500,19631023,0.03,-0.06,-0.06,0.01
10501,19631024,0.35,-0.15,0.45,0.01
10502,19631025,0.85,-0.22,-0.87,0.01
10503,19631028,0.41,-0.69,-0.29,0.01
10504,19631029,-0.04,-0.21,-0.07,0.01
10505,19631030,-0.79,0.45,-0.06,0.01
10506,19631031,0.21,-0.04,0.09,0.01
10507,19631101,-0.18,0.18,0.2,0.02
10508,19631104,-0.43,-0.07,0.37,0.02
10509,19631106,-0.77,0.05,0.24,0.02
10510,19631107,0.33,0.0,-0.03,0.02
10511,19631108,0.54,0.03,0.11,0.02
10512,19631111,0.2,0.24,0.15,0.02
10513,19631112,-0.37,0.33,-0.29,0.02
10514,19631113,0.05,0.05,-0.08,0.02
10515,19631114,-0.41,0.2,-0.03,0.02
10516,19631115,-0.75,0.32,0.01,0.02
10517,19631118,-0.74,0.17,-0.23,0.02
10518,19631119,0.1,-0.29,0.35,0.02
10519,19631120,0.76,-0.93,-0.34,0.02
10520,19631121,-1.25,-0.14,0.03,0.02
10521,19631122,-2.89,-0.57,0.07,0.02
10522,19631126,3.93,-1.33,0.85,0.02
10523,19631127,-0.16,0.38,0.12,0.02
10524,19631129,1.34,0.16,0.3,0.02
10525,19631202,0.53,-0.28,-0.21,0.01
10526,19631203,-0.05,0.02,-0.2,0.01
10527,19631204,0.25,0.01,0.11,0.01
10528,19631205,0.57,-0.68,0.13,0.01
10529,19631206,-0.32,0.12,0.08,0.01
10530,19631209,-0.1,-0.04,-0.16,0.01
10531,19631210,0.07,-0.18,0.2,0.01
10532,19631211,-0.14,0.04,0.09,0.01
10533,19631212,-0.03,-0.16,-0.08,0.01
10534,19631213,0.16,-0.08,0.1,0.01
10535,19631216,0.25,-0.44,-0.01,0.01
10536,19631217,0.44,-0.59,0.07,0.01
10537,19631218,-0.18,-0.32,0.57,0.01
10538,19631219,-0.34,-0.03,-0.45,0.01
10539,19631220,-0.2,-0.2,0.11,0.01
10540,19631223,-0.6,0.28,-0.06,0.01
10541,19631224,0.23,0.23,-0.15,0.01
10542,19631226,0.47,0.16,0.08,0.01
10543,19631227,0.16,0.09,-0.13,0.01
10544,19631230,0.1,-0.28,-0.18,0.01
10545,19631231,0.56,0.38,-0.12,0.01
10546,19640102,0.6,0.6,0.59,0.01
10547,19640103,0.17,0.12,0.36,0.01
10548,19640106,0.24,0.12,0.02,0.01
10549,19640107,0.07,0.08,0.75,0.01
10550,19640108,0.32,0.04,-0.14,0.01
10551,19640109,0.29,0.03,-0.34,0.01
10552,19640110,-0.05,-0.04,-0.12,0.01
10553,19640113,-0.11,0.0,0.44,0.01
10554,19640114,0.16,-0.35,0.65,0.01
10555,19640115,0.24,-0.28,-0.11,0.01
10556,19640116,-0.09,0.26,-0.33,0.01
10557,19640117,-0.01,0.34,-0.03,0.01
10558,19640120,-0.21,0.15,-0.54,0.01
10559,19640121,0.26,-0.47,0.06,0.01
10560,19640122,0.47,-0.21,0.42,0.01
10561,19640123,0.08,-0.12,0.16,0.01
10562,19640124,0.03,0.24,0.18,0.01
10563,19640127,-0.09,-0.3,0.06,0.01
10564,19640128,0.0,-0.24,0.18,0.01
10565,19640129,-0.58,-0.02,-0.15,0.01
10566,19640130,0.04,0.12,-0.3,0.01
10567,19640131,0.38,-0.27,-0.18,0.01
10568,19640203,0.0,-0.06,0.06,0.01
10569,19640204,-0.13,-0.21,-0.21,0.01
10570,19640205,-0.08,0.01,0.29,0.01
10571,19640206,0.24,0.1,-0.24,0.01
10572,19640207,0.37,0.03,0.13,0.01
10573,19640210,-0.13,0.17,-0.22,0.01
10574,19640211,0.33,0.04,-0.14,0.01
10575,19640212,0.3,0.02,0.19,0.01
10576,19640213,0.08,0.02,-0.07,0.01
10577,19640214,-0.03,0.1,0.23,0.01
10578,19640217,0.03,0.08,0.28,0.01
10579,19640218,0.01,-0.25,0.52,0.01
10580,19640219,0.12,-0.04,0.07,0.01
10581,19640220,0.1,-0.04,0.71,0.01
10582,19640224,0.1,-0.09,0.43,0.01
10583,19640225,0.04,-0.11,0.16,0.01
10584,19640226,0.28,0.1,0.2,0.01
10585,19640227,-0.28,0.24,-0.07,0.01
10586,19640228,0.21,-0.01,0.42,0.01
10587,19640302,0.22,-0.05,0.33,0.01
10588,19640303,0.26,-0.29,-0.26,0.01
10589,19640304,-0.2,0.02,-0.1,0.01
10590,19640305,0.0,0.07,0.22,0.01
10591,19640306,0.32,0.41,0.01,0.01
10592,19640309,0.01,0.04,0.41,0.01
10593,19640310,0.28,-0.4,0.25,0.01
10594,19640311,0.4,-0.27,0.19,0.01
10595,19640312,0.18,-0.06,0.16,0.01
10596,19640313,0.09,0.08,0.1,0.01
10597,19640316,0.03,0.02,-0.23,0.01
10598,19640317,0.19,-0.03,0.25,0.01
10599,19640318,0.1,-0.11,0.5,0.01
10600,19640319,-0.09,0.08,0.02,0.01
10601,19640320,-0.42,0.33,0.1,0.01
10602,19640323,0.01,0.39,-0.07,0.01
10603,19640324,-0.18,0.07,0.3,0.01
10604,19640325,0.24,0.22,0.6,0.01
10605,19640326,0.26,0.09,0.67,0.01
10606,19640330,-0.1,0.08,0.06,0.01
10607,19640331,-0.19,0.24,-0.3,0.01
10608,19640401,0.34,0.04,0.65,0.01
10609,19640402,0.57,0.0,0.29,0.01
10610,19640403,0.22,0.08,-0.41,0.01
10611,19640406,0.07,0.1,0.26,0.01
10612,19640407,-0.34,0.28,-0.43,0.01
10613,19640408,0.01,0.33,0.18,0.01
10614,19640409,0.0,0.24,-0.16,0.01
10615,19640410,0.19,0.16,0.1,0.01
10616,19640413,-0.08,-0.05,-0.22,0.01
10617,19640414,0.19,-0.25,-0.12,0.01
10618,19640415,0.11,-0.01,-0.55,0.01
10619,19640416,0.08,-0.19,-0.1,0.01
10620,19640417,0.38,-0.4,0.26,0.01
10621,19640420,-0.07,-0.19,-0.17,0.01
